reference_month,region_level,region_code,region_label,accommodation_scope,measure,total,single,single_parent_1_child,single_parent_2_children,couple_no_child,couple_1_child,couple_2_children
2026-04,jobcenter,t36108,"Viersen, JC",miete,recognised_heizkosten_eur_per_bg,89.1118,66.6097,103.9260,122.3831,100.5659,118.2759,129.5090
2026-04,jobcenter,t36108,"Viersen, JC",miete,recognised_heizkosten_eur_per_sqm,1.6175,1.5929,1.6690,1.6304,1.5653,1.5909,1.6305
2026-04,jobcenter,t36108,"Viersen, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,114.6311,84.8027,128.5754,158.5759,133.5931,156.0164,177.5506
2026-04,jobcenter,t36108,"Viersen, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,2.1233,2.0855,2.0533,2.1013,2.1023,2.2227,2.3251
2026-04,jobcenter,t36108,"Viersen, JC",miete,recognised_kdu_total_eur_per_bg,593.8757,453.8466,650.0688,787.8591,636.9832,775.7413,901.7906
2026-04,jobcenter,t36108,"Viersen, JC",miete,recognised_kdu_total_eur_per_person,371.2477,453.8465,306.5633,254.9199,299.4340,239.0082,216.8695
2026-04,jobcenter,t36108,"Viersen, JC",miete,recognised_kdu_total_eur_per_sqm,11.2038,11.2624,10.5127,10.9770,9.9610,11.0159,13.2322
2026-04,jobcenter,t36108,"Viersen, JC",miete,recognised_unterkunftskosten_eur_per_bg,390.1328,302.4343,417.5674,506.9002,402.8242,501.4490,594.7311
2026-04,jobcenter,t36108,"Viersen, JC",miete,recognised_unterkunftskosten_eur_per_sqm,7.4630,7.5839,6.7904,7.2453,6.2935,7.2023,9.2766
2026-04,jobcenter,t36402,"Mettmann, JC",miete,actual_bruttokaltmiete_eur_per_bg,599.2468,447.1648,648.7196,741.1191,652.6618,780.3243,850.4593
2026-04,jobcenter,t36402,"Mettmann, JC",miete,actual_bruttokaltmiete_eur_per_sqm,11.1005,10.9519,10.9958,10.8627,10.7578,11.5319,11.5015
2026-04,jobcenter,t36402,"Mettmann, JC",miete,actual_heizkosten_eur_per_bg,86.4493,58.1234,101.0839,114.8208,98.9228,114.0694,132.8388
2026-04,jobcenter,t36402,"Mettmann, JC",miete,actual_heizkosten_eur_per_sqm,1.5283,1.3704,1.6886,1.6489,1.6132,1.6232,1.8108
2026-04,jobcenter,t36402,"Mettmann, JC",miete,actual_kalte_betriebskosten_eur_per_bg,140.9225,100.5263,155.4008,179.5042,161.0919,188.2533,207.3969
2026-04,jobcenter,t36402,"Mettmann, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,2.5684,2.4241,2.6300,2.6345,2.5941,2.7848,2.8180
2026-04,jobcenter,t36402,"Mettmann, JC",miete,actual_kdu_total_eur_per_bg,685.6961,505.2882,749.8035,855.9399,751.5846,894.3938,983.2981
2026-04,jobcenter,t36402,"Mettmann, JC",miete,actual_kdu_total_eur_per_sqm,12.6288,12.3223,12.6844,12.5116,12.3710,13.1551,13.3124
2026-04,jobcenter,t36402,"Mettmann, JC",miete,actual_unterkunftskosten_eur_per_bg,458.3243,346.6385,493.3188,561.6149,491.5699,592.0711,643.0624
2026-04,jobcenter,t36402,"Mettmann, JC",miete,actual_unterkunftskosten_eur_per_sqm,8.5321,8.5278,8.3658,8.2282,8.1637,8.7470,8.6835
2026-04,jobcenter,t36402,"Mettmann, JC",miete,bg_stock,17225.0000,8905.0000,1627.0000,991.0000,1722.0000,1028.0000,995.0000
2026-04,jobcenter,t36402,"Mettmann, JC",miete,bg_stock_with_recognised_kdu,16878.0000,8603.0000,1611.0000,984.0000,1715.0000,1023.0000,994.0000
2026-04,jobcenter,t36402,"Mettmann, JC",miete,mean_floor_area_sqm_per_bg,58.3984,45.1056,64.7079,73.9784,63.8620,72.9891,78.6687
2026-04,jobcenter,t36402,"Mettmann, JC",miete,recognised_bruttokaltmiete_eur_per_bg,583.2748,433.1884,631.2171,726.5224,630.6395,762.1227,837.6028
2026-04,jobcenter,t36402,"Mettmann, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,10.8450,10.6830,10.7458,10.6406,10.4460,11.3028,11.3547
2026-04,jobcenter,t36402,"Mettmann, JC",miete,recognised_heizkosten_eur_per_bg,85.1015,57.2599,99.3245,113.4413,97.1265,112.5873,130.9008
2026-04,jobcenter,t36402,"Mettmann, JC",miete,recognised_heizkosten_eur_per_sqm,1.5000,1.3501,1.6100,1.6300,1.5847,1.6006,1.7827
2026-04,jobcenter,t36402,"Mettmann, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,137.4025,97.4249,151.8798,175.9591,156.1294,185.1426,205.0058
2026-04,jobcenter,t36402,"Mettmann, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,2.5086,2.3602,2.5748,2.5811,2.5222,2.7408,2.7863
2026-04,jobcenter,t36402,"Mettmann, JC",miete,recognised_kdu_total_eur_per_bg,668.3763,490.4483,730.5416,839.9637,727.7660,874.7099,968.5036
2026-04,jobcenter,t36402,"Mettmann, JC",miete,recognised_kdu_total_eur_per_person,391.0318,490.4481,340.8071,271.4170,336.6324,269.6955,232.0957
2026-04,jobcenter,t36402,"Mettmann, JC",miete,recognised_kdu_total_eur_per_sqm,12.3450,12.0331,12.3558,12.2707,12.0306,12.9034,13.1374
2026-04,jobcenter,t36402,"Mettmann, JC",miete,recognised_unterkunftskosten_eur_per_bg,445.8723,335.7635,479.3374,550.5633,474.5101,576.9801,632.5970
2026-04,jobcenter,t36402,"Mettmann, JC",miete,recognised_unterkunftskosten_eur_per_sqm,8.3364,8.3229,8.1709,8.0595,7.9238,8.5620,8.5684
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_bg,558.2585,420.2271,595.2431,706.1565,588.4880,710.2300,784.0483
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_sqm,9.8925,9.9590,9.8904,9.7520,9.5085,10.1836,10.0746
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,actual_heizkosten_eur_per_bg,106.3230,75.8627,118.7871,139.5616,116.8233,137.0331,148.5162
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,actual_heizkosten_eur_per_sqm,1.8558,1.7786,1.9633,1.9115,1.8931,1.9441,1.9199
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_bg,138.7611,100.4869,147.8913,175.6373,153.3129,181.8082,197.1722
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,2.4387,2.3721,2.4258,2.4140,2.4743,2.6701,2.5528
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,actual_kdu_total_eur_per_bg,664.5815,496.0898,714.0303,845.7181,705.3114,847.2631,932.5645
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,actual_kdu_total_eur_per_sqm,11.7483,11.7375,11.8537,11.6635,11.4016,12.1278,11.9945
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,actual_unterkunftskosten_eur_per_bg,419.4974,319.7401,447.3518,530.5192,435.1752,528.4217,586.8761
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,actual_unterkunftskosten_eur_per_sqm,7.4537,7.5869,7.4646,7.3381,7.0342,7.5136,7.5218
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,bg_stock,15273.0000,7685.0000,1627.0000,942.0000,1492.0000,843.0000,851.0000
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,bg_stock_with_recognised_kdu,15106.0000,7563.0000,1615.0000,936.0000,1481.0000,840.0000,847.0000
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,mean_floor_area_sqm_per_bg,59.2215,45.0508,63.8440,75.9310,64.0664,73.5884,78.9498
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,recognised_bruttokaltmiete_eur_per_bg,545.8953,409.4845,580.2459,690.5399,572.2557,699.4570,772.6509
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,9.6966,9.7438,9.6882,9.5623,9.2786,10.0550,9.9389
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,recognised_heizkosten_eur_per_bg,103.9072,73.9844,115.7675,136.2538,113.5421,134.6112,146.1807
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,recognised_heizkosten_eur_per_sqm,1.8139,1.7347,1.9178,1.8664,1.8430,1.9109,1.8908
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,135.9691,97.9000,145.2908,171.9539,149.3145,179.9720,194.0863
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,2.3901,2.3153,2.3861,2.3654,2.4126,2.6463,2.5159
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,recognised_kdu_total_eur_per_bg,649.8025,483.4689,696.0134,826.7937,685.7979,834.0682,918.8315
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,recognised_kdu_total_eur_per_person,380.0211,483.4688,327.3138,264.9246,318.3221,257.8710,222.5867
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,recognised_kdu_total_eur_per_sqm,11.5104,11.4785,11.6060,11.4288,11.1216,11.9658,11.8297
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,recognised_unterkunftskosten_eur_per_bg,409.9263,311.5844,434.9551,518.5860,422.9412,519.4850,578.5646
2026-04,jobcenter,t36502,"Mönchengladbach, Stadt, JC",miete,recognised_unterkunftskosten_eur_per_sqm,7.3065,7.4285,7.3021,7.1970,6.8660,7.4087,7.4230
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,actual_bruttokaltmiete_eur_per_bg,603.5512,455.1418,643.3875,760.1089,638.9761,771.2299,847.6085
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,actual_bruttokaltmiete_eur_per_sqm,11.1757,11.4062,10.5943,10.9987,10.2999,10.9277,11.0933
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,actual_heizkosten_eur_per_bg,85.8522,59.7635,98.4093,113.5902,96.5029,109.9019,128.8697
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,actual_heizkosten_eur_per_sqm,1.5237,1.4374,1.6183,1.6039,1.5314,1.5851,1.6911
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,actual_kalte_betriebskosten_eur_per_bg,128.7867,92.0486,143.4507,174.3688,147.4324,168.2628,183.7847
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,2.3541,2.2863,2.3833,2.5698,2.3792,2.4589,2.4201
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,actual_kdu_total_eur_per_bg,689.4034,514.9053,741.7968,873.6991,735.4790,881.1318,976.4781
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,actual_kdu_total_eur_per_sqm,12.6995,12.8436,12.2125,12.6026,11.8313,12.5128,12.7844
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,actual_unterkunftskosten_eur_per_bg,474.7645,363.0932,499.9368,585.7401,491.5437,602.9670,663.8237
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,actual_unterkunftskosten_eur_per_sqm,8.8216,9.1199,8.2109,8.4289,7.9206,8.4689,8.6732
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,bg_stock,13108.0000,6606.0000,1395.0000,799.0000,1315.0000,779.0000,756.0000
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,bg_stock_with_recognised_kdu,12863.0000,6397.0000,1377.0000,797.0000,1310.0000,776.0000,753.0000
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,mean_floor_area_sqm_per_bg,58.7470,44.7891,64.5429,74.3733,65.0637,72.7241,78.1974
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,recognised_bruttokaltmiete_eur_per_bg,590.9712,443.1370,630.9501,745.9047,623.4985,760.1134,836.7513
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,10.9734,11.1640,10.4242,10.8585,10.0923,10.7739,10.9754
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,recognised_heizkosten_eur_per_bg,83.9285,58.4220,95.7892,110.9447,93.6756,107.0814,126.4430
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,recognised_heizkosten_eur_per_sqm,1.4893,1.4053,1.5786,1.5656,1.4881,1.5386,1.6610
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,127.9085,91.2081,142.1588,173.4161,146.6964,167.5034,183.3603
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,2.3376,2.2665,2.3611,2.5568,2.3682,2.4479,2.4143
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,recognised_kdu_total_eur_per_bg,674.8997,501.5590,726.7393,856.8494,717.1741,867.1948,963.1943
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,recognised_kdu_total_eur_per_person,394.3096,501.5588,341.4344,275.8076,333.2674,268.6843,231.0178
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,recognised_kdu_total_eur_per_sqm,12.4627,12.5693,12.0028,12.4242,11.5804,12.3125,12.6365
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,recognised_unterkunftskosten_eur_per_bg,463.0627,351.9289,488.7912,572.4886,476.8021,592.6100,653.3910
2026-04,jobcenter,t36504,"Rhein-Kreis Neuss, JC",miete,recognised_unterkunftskosten_eur_per_sqm,8.6358,8.8975,8.0631,8.3017,7.7241,8.3260,8.5612
2026-04,jobcenter,t36704,"Warendorf, JC",miete,actual_bruttokaltmiete_eur_per_bg,482.8757,361.6481,518.3750,619.2366,543.6647,645.3215,709.4589
2026-04,jobcenter,t36704,"Warendorf, JC",miete,actual_bruttokaltmiete_eur_per_sqm,9.4231,9.0918,9.5315,9.6699,8.9786,10.1162,10.2106
2026-04,jobcenter,t36704,"Warendorf, JC",miete,actual_heizkosten_eur_per_bg,81.1868,56.1780,90.3614,106.5280,99.4638,116.1394,125.7622
2026-04,jobcenter,t36704,"Warendorf, JC",miete,actual_heizkosten_eur_per_sqm,1.4475,1.2995,1.5930,1.4857,1.5553,1.7644,1.7384
2026-04,jobcenter,t36704,"Warendorf, JC",miete,actual_kalte_betriebskosten_eur_per_bg,99.5483,73.5599,107.4256,131.0947,117.9300,137.9079,143.3396
2026-04,jobcenter,t36704,"Warendorf, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,1.7965,1.6911,1.8561,1.8588,1.8860,2.1094,1.9285
2026-04,jobcenter,t36704,"Warendorf, JC",miete,actual_kdu_total_eur_per_bg,564.0625,417.8261,608.7365,725.7646,643.1285,761.4609,835.2212
2026-04,jobcenter,t36704,"Warendorf, JC",miete,actual_kdu_total_eur_per_sqm,10.8706,10.3914,11.1244,11.1555,10.5339,11.8806,11.9490
2026-04,jobcenter,t36704,"Warendorf, JC",miete,actual_unterkunftskosten_eur_per_bg,383.3274,288.0882,410.9494,488.1419,425.7348,507.4136,566.1194
2026-04,jobcenter,t36704,"Warendorf, JC",miete,actual_unterkunftskosten_eur_per_sqm,7.6266,7.4007,7.6754,7.8110,7.0925,8.0068,8.2821
2026-04,jobcenter,t36704,"Warendorf, JC",miete,bg_stock,7170.0000,3971.0000,769.0000,459.0000,498.0000,363.0000,344.0000
2026-04,jobcenter,t36704,"Warendorf, JC",miete,bg_stock_with_recognised_kdu,6883.0000,3707.0000,756.0000,458.0000,495.0000,362.0000,342.0000
2026-04,jobcenter,t36704,"Warendorf, JC",miete,mean_floor_area_sqm_per_bg,58.7094,47.0353,60.7754,72.7778,66.8077,73.9674,78.0319
2026-04,jobcenter,t36704,"Warendorf, JC",miete,recognised_bruttokaltmiete_eur_per_bg,470.7666,353.2893,503.2705,600.8575,529.0126,627.2662,695.4469
2026-04,jobcenter,t36704,"Warendorf, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,9.2526,8.9434,9.3219,9.4470,8.7934,9.9251,10.0486
2026-04,jobcenter,t36704,"Warendorf, JC",miete,recognised_heizkosten_eur_per_bg,78.6701,54.3609,88.9597,103.0566,96.5542,111.4321,123.3929
2026-04,jobcenter,t36704,"Warendorf, JC",miete,recognised_heizkosten_eur_per_sqm,1.4093,1.2647,1.5709,1.4394,1.5142,1.7084,1.7060
2026-04,jobcenter,t36704,"Warendorf, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,97.5542,72.3792,106.3328,127.9915,114.9692,135.1841,140.6247
2026-04,jobcenter,t36704,"Warendorf, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,1.7654,1.6670,1.8407,1.8103,1.8465,2.0822,1.8924
2026-04,jobcenter,t36704,"Warendorf, JC",miete,recognised_kdu_total_eur_per_bg,549.4366,407.6503,592.2302,703.9141,625.5668,738.6983,818.8398
2026-04,jobcenter,t36704,"Warendorf, JC",miete,recognised_kdu_total_eur_per_person,331.3463,407.6501,282.4152,227.8122,288.2204,226.8606,196.5269
2026-04,jobcenter,t36704,"Warendorf, JC",miete,recognised_kdu_total_eur_per_sqm,10.6619,10.2081,10.8928,10.8863,10.3076,11.6335,11.7546
2026-04,jobcenter,t36704,"Warendorf, JC",miete,recognised_unterkunftskosten_eur_per_bg,373.2124,280.9101,396.9377,472.8661,414.0435,492.0821,554.8222
2026-04,jobcenter,t36704,"Warendorf, JC",miete,recognised_unterkunftskosten_eur_per_sqm,7.4872,7.2763,7.4812,7.6366,6.9469,7.8428,8.1563
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_bg,614.2606,495.4709,670.1716,777.0165,689.6709,770.9468,858.1030
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_sqm,13.7602,14.5234,12.4448,12.9498,11.4400,12.8795,12.8162
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,actual_heizkosten_eur_per_bg,104.3870,74.1517,118.3242,142.3976,128.8686,146.7060,164.8566
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,actual_heizkosten_eur_per_sqm,2.0962,1.9652,2.0684,2.1119,2.0854,2.3693,2.4330
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_bg,130.8992,96.3195,150.9318,172.2425,165.5642,178.1163,204.4418
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,2.6147,2.5355,2.6038,2.5202,2.6058,2.8174,2.9502
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,actual_kdu_total_eur_per_bg,718.6475,569.6226,788.4958,919.4141,818.5395,917.6528,1022.9596
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,actual_kdu_total_eur_per_sqm,15.8564,16.4886,14.5132,15.0616,13.5254,15.2487,15.2492
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,actual_unterkunftskosten_eur_per_bg,483.3614,399.1514,519.2398,604.7740,524.1068,592.8305,653.6611
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,actual_unterkunftskosten_eur_per_sqm,11.1456,11.9879,9.8410,10.4296,8.8342,10.0621,9.8660
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,bg_stock,9658.0000,5763.0000,852.0000,475.0000,804.0000,440.0000,401.0000
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,bg_stock_with_recognised_kdu,9073.0000,5228.0000,833.0000,464.0000,798.0000,436.0000,401.0000
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,mean_floor_area_sqm_per_bg,56.6785,45.6098,64.2409,72.2906,69.1863,71.4603,76.9250
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,recognised_bruttokaltmiete_eur_per_bg,607.3247,488.1140,664.4057,771.2202,679.7263,765.3091,851.9930
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,13.6446,14.3847,12.3491,12.8839,11.3184,12.8107,12.7468
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,recognised_heizkosten_eur_per_bg,104.2131,74.0258,118.1798,142.3976,128.2585,146.1470,164.8566
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,recognised_heizkosten_eur_per_sqm,2.0937,1.9629,2.0655,2.1119,2.0796,2.3642,2.4330
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,130.1851,95.5629,150.6153,171.3502,164.6767,177.8058,203.3432
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,2.5974,2.5154,2.5904,2.5092,2.5929,2.8096,2.9321
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,recognised_kdu_total_eur_per_bg,711.5378,562.1398,782.5855,913.6178,807.9848,911.4560,1016.8496
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,recognised_kdu_total_eur_per_person,455.8421,562.1398,370.1362,294.8406,368.3026,279.2991,245.6513
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,recognised_kdu_total_eur_per_sqm,15.7383,16.3476,14.4146,14.9957,13.3979,15.1750,15.1797
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,recognised_unterkunftskosten_eur_per_bg,477.1396,392.5510,513.7904,599.8700,515.0496,587.5033,648.6498
2026-04,jobcenter,t36748,"Münster, Stadt, JC",miete,recognised_unterkunftskosten_eur_per_sqm,11.0472,11.8693,9.7587,10.3746,8.7255,10.0012,9.8147
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_bg,510.0919,382.5180,545.9195,653.9714,552.9717,649.6798,730.9790
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_sqm,9.3328,9.1159,9.2400,9.6082,9.1671,9.7000,9.9766
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,actual_heizkosten_eur_per_bg,90.5717,65.9960,100.1410,118.0357,98.5803,117.0763,130.5872
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,actual_heizkosten_eur_per_sqm,1.6603,1.5851,1.7108,1.7399,1.6394,1.7647,1.7816
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_bg,129.6737,94.0633,137.8630,165.3543,146.5380,168.6510,194.0517
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,2.3705,2.2603,2.3336,2.4376,2.4415,2.5249,2.6345
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,actual_kdu_total_eur_per_bg,600.6636,448.5140,646.0605,772.0071,651.5521,766.7561,861.5661
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,actual_kdu_total_eur_per_sqm,10.9932,10.7010,10.9507,11.3481,10.8065,11.4647,11.7582
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,actual_unterkunftskosten_eur_per_bg,380.4183,288.4547,408.0566,488.6171,406.4337,481.0288,536.9272
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,actual_unterkunftskosten_eur_per_sqm,6.9623,6.8556,6.9063,7.1706,6.7256,7.1752,7.3422
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,bg_stock,8557.0000,4508.0000,804.0000,498.0000,679.0000,467.0000,456.0000
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,bg_stock_with_recognised_kdu,8541.0000,4497.0000,802.0000,498.0000,679.0000,466.0000,456.0000
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,mean_floor_area_sqm_per_bg,56.4517,43.8804,60.8259,70.6268,62.4527,68.8474,76.7136
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,recognised_bruttokaltmiete_eur_per_bg,499.6659,372.8199,535.4593,642.8068,540.9635,639.1248,723.5281
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,9.1736,8.9439,9.0963,9.4883,9.0123,9.5552,9.8801
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,recognised_heizkosten_eur_per_bg,89.5554,65.0742,98.6277,117.6452,97.8025,116.5986,128.8876
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,recognised_heizkosten_eur_per_sqm,1.6413,1.5653,1.6864,1.7343,1.6259,1.7566,1.7576
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,127.4637,92.1286,135.4928,164.3812,143.6647,166.2337,192.1607
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,2.3335,2.2224,2.2973,2.4260,2.4008,2.4894,2.6093
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,recognised_kdu_total_eur_per_bg,589.2213,437.8942,634.0870,760.4521,638.7661,755.7234,852.4157
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,recognised_kdu_total_eur_per_person,347.0596,437.8940,292.9526,242.0918,292.8931,232.6850,202.1255
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,recognised_kdu_total_eur_per_sqm,10.8150,10.5092,10.7827,11.2226,10.6383,11.3118,11.6377
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,recognised_unterkunftskosten_eur_per_bg,372.2022,280.6914,399.9664,478.4256,397.2988,472.8911,531.3674
2026-04,jobcenter,t37102,"Mülheim an der Ruhr, Stadt, JC",miete,recognised_unterkunftskosten_eur_per_sqm,6.8401,6.7214,6.7990,7.0623,6.6115,7.0658,7.2708
2026-04,jobcenter,t37106,"Oberhausen, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_bg,477.8709,372.7150,519.2063,599.0719,514.1486,610.0384,667.6656
2026-04,jobcenter,t37106,"Oberhausen, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_sqm,8.4354,8.4353,8.3222,8.4170,8.2823,8.5062,8.6049
2026-04,jobcenter,t37106,"Oberhausen, Stadt, JC",miete,actual_heizkosten_eur_per_bg,94.1285,71.2772,102.9432,121.3144,101.2737,119.4718,135.2665
2026-04,jobcenter,t37106,"Oberhausen, Stadt, JC",miete,actual_heizkosten_eur_per_sqm,1.6503,1.6173,1.6466,1.7040,1.6224,1.6536,1.7557
2026-04,jobcenter,t37106,"Oberhausen, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_bg,117.1569,89.3722,125.5963,146.3705,130.5340,147.4501,163.5592
2026-04,jobcenter,t37106,"Oberhausen, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,2.0670,2.0283,2.0193,2.0577,2.1172,2.0729,2.1245
