reference_month,region_level,region_code,region_label,accommodation_scope,measure,total,1_person,2_persons,3_persons,4_persons,5_persons,6_or_more_persons
2026-04,jobcenter,t07208,"Görlitz, JC",miete,actual_kdu_total_eur_per_bg,476.6550,401.8234,514.1784,589.6581,672.7571,732.0239,866.7565
2026-04,jobcenter,t07208,"Görlitz, JC",miete,actual_kdu_total_eur_per_person,327.6135,401.8234,257.0892,196.5527,168.1893,146.4048,133.5655
2026-04,jobcenter,t07208,"Görlitz, JC",miete,actual_kdu_total_eur_per_sqm,8.5120,8.5218,8.3680,8.4736,8.7625,8.6911,8.7272
2026-04,jobcenter,t07208,"Görlitz, JC",miete,actual_unterkunftskosten_eur_per_bg,280.4684,240.8278,301.0486,342.9597,380.5583,410.9801,484.7887
2026-04,jobcenter,t07208,"Görlitz, JC",miete,actual_unterkunftskosten_eur_per_sqm,5.0378,5.1288,4.8964,4.8938,4.9548,4.8621,4.8221
2026-04,jobcenter,t07208,"Görlitz, JC",miete,bg_stock,9602.0000,5895.0000,1704.0000,996.0000,546.0000,271.0000,190.0000
2026-04,jobcenter,t07208,"Görlitz, JC",miete,bg_stock_with_recognised_kdu,9315.0000,5648.0000,1688.0000,981.0000,540.0000,268.0000,190.0000
2026-04,jobcenter,t07208,"Görlitz, JC",miete,bg_stock_with_recognised_kdu_and_floor_area,8971.0000,5434.0000,1623.0000,950.0000,524.0000,256.0000,184.0000
2026-04,jobcenter,t07208,"Görlitz, JC",miete,mean_floor_area_sqm_per_bg,58.1436,49.4577,63.2021,71.2484,79.3378,86.2305,102.9457
2026-04,jobcenter,t07208,"Görlitz, JC",miete,mean_floor_area_sqm_per_person,40.1632,49.4577,31.6010,23.7495,19.8344,17.2461,15.7172
2026-04,jobcenter,t07208,"Görlitz, JC",miete,recognised_bruttokaltmiete_eur_per_bg,353.4754,300.8220,375.1562,437.7375,486.4850,543.4476,645.0023
2026-04,jobcenter,t07208,"Görlitz, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,6.3406,6.4023,6.1045,6.3070,6.3766,6.4628,6.5040
2026-04,jobcenter,t07208,"Görlitz, JC",miete,recognised_heizkosten_eur_per_bg,110.8020,90.9763,120.2727,139.0629,171.4783,175.6765,206.1371
2026-04,jobcenter,t07208,"Görlitz, JC",miete,recognised_heizkosten_eur_per_sqm,1.9672,1.9268,1.9620,2.0067,2.2278,2.0833,2.0979
2026-04,jobcenter,t07208,"Görlitz, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,84.3308,69.0497,91.5977,106.8047,119.9405,142.6660,174.4939
2026-04,jobcenter,t07208,"Görlitz, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,1.4864,1.4431,1.4917,1.5598,1.5689,1.7083,1.7940
2026-04,jobcenter,t07208,"Görlitz, JC",miete,recognised_kdu_total_eur_per_bg,464.2774,391.7983,495.4289,576.8004,657.9633,719.1240,851.1393
2026-04,jobcenter,t07208,"Görlitz, JC",miete,recognised_kdu_total_eur_per_person,319.0468,391.7983,247.7145,192.2668,164.4908,143.8248,131.1467
2026-04,jobcenter,t07208,"Görlitz, JC",miete,recognised_kdu_total_eur_per_sqm,8.3078,8.3291,8.0665,8.3138,8.6044,8.5462,8.6019
2026-04,jobcenter,t07208,"Görlitz, JC",miete,recognised_unterkunftskosten_eur_per_bg,269.1446,231.7723,283.5585,330.9328,366.5445,400.7816,470.5083
2026-04,jobcenter,t07208,"Görlitz, JC",miete,recognised_unterkunftskosten_eur_per_sqm,4.8543,4.9592,4.6128,4.7472,4.8077,4.7545,4.7100
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_bg,395.7517,316.0046,407.2057,473.4288,526.5037,605.3586,711.7376
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_sqm,7.2094,7.2151,7.0993,7.1810,7.2843,7.4127,7.5079
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,actual_heizkosten_eur_per_bg,91.2121,69.6601,95.9747,112.7917,128.1828,142.6624,167.3604
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,actual_heizkosten_eur_per_sqm,1.6347,1.5740,1.6747,1.7033,1.7485,1.7344,1.7003
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_bg,92.4723,71.8272,95.4975,111.3032,124.6104,150.1352,178.1097
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,1.6700,1.6357,1.6681,1.6885,1.7276,1.8283,1.8252
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,actual_kdu_total_eur_per_bg,486.9638,385.6647,503.1804,586.2205,654.6865,748.0210,879.0980
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,actual_kdu_total_eur_per_person,299.0710,385.6647,251.5902,195.4068,163.6716,149.6042,129.1491
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,actual_kdu_total_eur_per_sqm,8.8442,8.7890,8.7739,8.8843,9.0328,9.1471,9.2083
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,actual_unterkunftskosten_eur_per_bg,303.2793,244.1773,311.7082,362.1255,401.8933,455.2234,533.6279
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,actual_unterkunftskosten_eur_per_sqm,5.5394,5.5794,5.4311,5.4925,5.5567,5.5844,5.6827
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,bg_stock,12041.0000,6223.0000,2540.0000,1546.0000,833.0000,446.0000,453.0000
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,bg_stock_with_recognised_kdu,11973.0000,6180.0000,2528.0000,1537.0000,833.0000,444.0000,451.0000
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,bg_stock_with_recognised_kdu_and_floor_area,11910.0000,6144.0000,2513.0000,1532.0000,830.0000,442.0000,449.0000
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,mean_floor_area_sqm_per_bg,56.5333,45.4588,59.1663,66.9302,73.7012,84.4842,98.6125
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,mean_floor_area_sqm_per_person,35.0187,45.4588,29.5832,22.3101,18.4253,16.8968,14.4563
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,recognised_bruttokaltmiete_eur_per_bg,381.0008,302.8224,392.2260,459.3036,508.8271,581.6432,688.8706
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,6.9844,6.9706,6.8796,7.0052,7.0899,7.1775,7.3035
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,recognised_heizkosten_eur_per_bg,87.7486,66.6526,92.7599,109.0039,122.9883,136.7677,162.9497
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,recognised_heizkosten_eur_per_sqm,1.5785,1.5145,1.6251,1.6511,1.6857,1.6711,1.6560
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,92.0077,71.3657,95.2104,110.6786,123.7163,150.0470,177.5767
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,1.6616,1.6253,1.6634,1.6801,1.7165,1.8272,1.8193
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,recognised_kdu_total_eur_per_bg,468.7493,369.4750,484.9859,568.3075,631.8153,718.4109,851.8203
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,recognised_kdu_total_eur_per_person,287.2544,369.4750,242.4929,189.4358,157.9538,143.6822,125.0245
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,recognised_kdu_total_eur_per_sqm,8.5628,8.4850,8.5047,8.6563,8.7756,8.8486,8.9596
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,recognised_unterkunftskosten_eur_per_bg,288.9931,231.4567,297.0156,348.6250,385.1108,431.5961,511.2939
2026-04,jobcenter,t07302,"Chemnitz, Stadt, JC",miete,recognised_unterkunftskosten_eur_per_sqm,5.3228,5.3453,5.2162,5.3250,5.3734,5.3503,5.4843
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_bg,496.2195,390.9595,532.8432,622.6764,702.3599,776.0131,954.0341
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_sqm,10.0675,10.1024,9.9168,10.0348,10.2513,10.0427,10.3354
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,actual_heizkosten_eur_per_bg,113.4374,82.3188,123.0165,148.5092,177.9895,210.4278,242.2519
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,actual_heizkosten_eur_per_sqm,2.2960,2.1706,2.2919,2.4288,2.5913,2.8174,2.9499
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_bg,108.2918,78.8413,117.4651,143.8579,169.8678,194.9681,222.4196
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,2.1908,2.0733,2.1839,2.3383,2.5023,2.6170,2.6916
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,actual_kdu_total_eur_per_bg,609.6570,473.2783,655.8597,771.1857,880.3495,986.4408,1196.2860
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,actual_kdu_total_eur_per_person,382.8510,473.2783,327.9299,257.0619,220.0874,197.2882,180.5327
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,actual_kdu_total_eur_per_sqm,12.3635,12.2730,12.2087,12.4637,12.8426,12.8600,13.2854
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,actual_unterkunftskosten_eur_per_bg,387.9278,312.1183,415.3781,478.8185,532.4921,581.0450,731.6145
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,actual_unterkunftskosten_eur_per_sqm,7.8767,8.0291,7.7330,7.6966,7.7489,7.4257,7.6439
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,bg_stock,19984.0000,10803.0000,4313.0000,2427.0000,1341.0000,638.0000,462.0000
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,bg_stock_with_recognised_kdu,19768.0000,10667.0000,4269.0000,2406.0000,1332.0000,636.0000,458.0000
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,bg_stock_with_recognised_kdu_and_floor_area,19475.0000,10465.0000,4223.0000,2384.0000,1322.0000,631.0000,450.0000
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,mean_floor_area_sqm_per_bg,51.9363,41.0739,57.1598,65.6934,72.1331,78.0919,86.6378
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,mean_floor_area_sqm_per_person,32.9848,41.0739,28.5799,21.8978,18.0333,15.6184,13.2192
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,recognised_bruttokaltmiete_eur_per_bg,487.1415,381.2749,523.8732,613.1346,695.1433,772.5962,947.2390
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,9.9100,9.9073,9.7812,9.9171,10.1631,10.0033,10.2713
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,recognised_heizkosten_eur_per_bg,110.6219,79.7825,120.0650,145.7569,172.9469,207.7326,240.1790
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,recognised_heizkosten_eur_per_sqm,2.2454,2.1153,2.2454,2.3889,2.5241,2.7889,2.9306
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,105.4673,75.9914,113.9925,141.3240,167.4821,193.9643,220.8957
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,2.1427,2.0169,2.1322,2.3060,2.4734,2.6064,2.6765
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,recognised_kdu_total_eur_per_bg,597.7634,461.0574,643.9382,758.8915,868.0902,980.3288,1187.4180
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,recognised_kdu_total_eur_per_person,374.1929,461.0574,321.9691,252.9638,217.0226,196.0658,179.1645
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,recognised_kdu_total_eur_per_sqm,12.1554,12.0226,12.0266,12.3060,12.6872,12.7922,13.2019
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,recognised_unterkunftskosten_eur_per_bg,381.6742,305.2835,409.8807,471.8106,527.6612,578.6319,726.3434
2026-04,jobcenter,t07402,"Dresden, Stadt, JC",miete,recognised_unterkunftskosten_eur_per_sqm,7.7674,7.8903,7.6489,7.6111,7.6898,7.3970,7.5948
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_bg,464.0864,365.4375,499.8806,570.6199,641.9464,730.6686,962.9137
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,actual_bruttokaltmiete_eur_per_sqm,9.4117,9.5061,9.4537,9.0764,8.9579,8.9428,10.2603
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,actual_heizkosten_eur_per_bg,93.9952,69.3845,105.3224,126.4683,141.8970,153.9219,172.5619
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,actual_heizkosten_eur_per_sqm,1.8792,1.7615,1.9857,2.0204,2.0638,2.0383,2.1323
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_bg,94.5774,71.3896,104.9484,123.9272,140.0616,153.7977,172.3528
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,1.9066,1.8290,1.9777,1.9843,2.0231,2.0391,2.1117
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,actual_kdu_total_eur_per_bg,558.0816,434.8220,605.2030,697.0882,783.8433,884.5905,1135.4756
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,actual_kdu_total_eur_per_person,351.6290,434.8220,302.6015,232.3627,195.9608,176.9181,168.3752
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,actual_kdu_total_eur_per_sqm,11.2909,11.2676,11.4394,11.0968,11.0217,10.9811,12.3925
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,actual_unterkunftskosten_eur_per_bg,369.5091,294.0480,394.9322,446.6927,501.8848,576.8709,790.5609
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,actual_unterkunftskosten_eur_per_sqm,7.5051,7.6772,7.4760,7.0921,6.9347,6.9037,8.1485
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,bg_stock,28126.0000,15254.0000,6248.0000,3222.0000,1767.0000,889.0000,746.0000
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,bg_stock_with_recognised_kdu,27744.0000,14992.0000,6179.0000,3193.0000,1753.0000,886.0000,741.0000
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,bg_stock_with_recognised_kdu_and_floor_area,27341.0000,14741.0000,6131.0000,3162.0000,1732.0000,866.0000,709.0000
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,mean_floor_area_sqm_per_bg,53.1101,42.4544,57.4564,66.6230,73.8793,81.2460,91.7010
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,mean_floor_area_sqm_per_person,33.9438,42.4544,28.7282,22.2077,18.4698,16.2492,13.8517
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,recognised_bruttokaltmiete_eur_per_bg,444.3267,342.9710,481.4526,557.4113,624.4575,716.9340,946.0065
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,9.0519,9.0277,9.1829,8.9064,8.7536,8.7982,10.1081
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,recognised_heizkosten_eur_per_bg,91.6951,67.1699,103.2635,123.9906,139.6038,151.7971,167.0602
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,recognised_heizkosten_eur_per_sqm,1.8337,1.7058,1.9535,1.9843,2.0348,2.0130,2.0740
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,91.5789,68.0274,102.2476,121.6884,137.7225,150.6303,169.6012
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,1.8516,1.7565,1.9372,1.9544,1.9973,2.0053,2.0876
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,recognised_kdu_total_eur_per_bg,536.0217,410.1409,584.7162,681.4018,764.0613,868.7311,1113.0667
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,recognised_kdu_total_eur_per_person,334.9084,410.1409,292.3581,227.1339,191.0153,173.7462,165.1268
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,recognised_kdu_total_eur_per_sqm,10.8855,10.7335,11.1364,10.8907,10.7884,10.8112,12.1821
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,recognised_unterkunftskosten_eur_per_bg,352.7477,274.9436,379.2050,435.7229,486.7350,566.3038,776.4053
2026-04,jobcenter,t07502,"Leipzig, Stadt, JC",miete,recognised_unterkunftskosten_eur_per_sqm,7.2002,7.2713,7.2456,6.9520,6.7563,6.7929,8.0205
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,actual_bruttokaltmiete_eur_per_bg,398.9420,317.8022,414.9613,489.1137,549.4161,599.3556,745.7123
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,actual_bruttokaltmiete_eur_per_sqm,7.1446,7.0235,7.1463,7.2828,7.6153,7.2143,7.4675
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,actual_heizkosten_eur_per_bg,99.5851,76.2698,106.2333,127.6723,143.5006,156.0256,170.4923
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,actual_heizkosten_eur_per_sqm,1.8110,1.7094,1.8661,1.9524,2.0543,1.9193,1.8124
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,actual_kalte_betriebskosten_eur_per_bg,85.2914,66.8060,88.8960,104.4605,122.8994,134.0999,159.9145
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,1.5510,1.4978,1.5491,1.5981,1.7774,1.6555,1.6555
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,actual_kdu_total_eur_per_bg,498.5271,394.0720,521.1946,616.7860,692.9167,755.3812,916.2045
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,actual_kdu_total_eur_per_person,308.4851,394.0720,260.5973,205.5953,173.2292,151.0762,135.6674
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,actual_kdu_total_eur_per_sqm,8.9557,8.7328,9.0124,9.2352,9.6696,9.1336,9.2799
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,actual_unterkunftskosten_eur_per_bg,313.6506,250.9962,326.0653,384.6533,426.5167,465.2558,585.7977
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,actual_unterkunftskosten_eur_per_sqm,5.5936,5.5256,5.5972,5.6846,5.8379,5.5588,5.8120
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,bg_stock,5447.0000,2760.0000,1293.0000,721.0000,366.0000,158.0000,149.0000
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,bg_stock_with_recognised_kdu,5326.0000,2697.0000,1268.0000,706.0000,356.0000,153.0000,146.0000
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,bg_stock_with_recognised_kdu_and_floor_area,5264.0000,2659.0000,1255.0000,699.0000,352.0000,153.0000,146.0000
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,mean_floor_area_sqm_per_bg,57.0840,46.8642,59.4805,67.7082,74.4205,84.4183,101.3014
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,mean_floor_area_sqm_per_person,35.9090,46.8642,29.7402,22.5694,18.6051,16.8837,14.9377
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,recognised_bruttokaltmiete_eur_per_bg,388.3057,306.8230,405.5716,481.2548,532.2085,582.1008,740.1099
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,6.9764,6.8188,7.0015,7.1712,7.4616,7.0798,7.4199
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,recognised_heizkosten_eur_per_bg,98.7107,75.5591,105.0343,126.3504,142.8691,156.0256,170.0698
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,recognised_heizkosten_eur_per_sqm,1.7957,1.6950,1.8460,1.9328,2.0451,1.9193,1.8081
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,84.3683,65.7948,88.0360,103.6032,121.6710,133.9234,159.7138
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,1.5342,1.4763,1.5350,1.5855,1.7648,1.6538,1.6536
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,recognised_kdu_total_eur_per_bg,487.0164,382.3821,510.6059,607.6052,675.0776,738.1264,910.1797
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,recognised_kdu_total_eur_per_person,300.4776,382.3821,255.3030,202.5351,168.7694,147.6253,134.7721
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,recognised_kdu_total_eur_per_sqm,8.7721,8.5138,8.8475,9.1039,9.5068,8.9991,9.2280
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,recognised_unterkunftskosten_eur_per_bg,303.9374,241.0283,317.5356,377.6516,410.5375,448.1774,580.3960
2026-04,jobcenter,t07602,"Nordsachsen, JC",miete,recognised_unterkunftskosten_eur_per_sqm,5.4422,5.3425,5.4666,5.5857,5.6969,5.4260,5.7663
2026-04,jobcenter,t07610,"Leipzig, JC",miete,actual_bruttokaltmiete_eur_per_bg,427.9077,351.2287,451.4497,540.6955,611.8292,710.0961,896.3409
2026-04,jobcenter,t07610,"Leipzig, JC",miete,actual_bruttokaltmiete_eur_per_sqm,7.7640,7.6088,7.6488,8.1300,8.0970,8.6169,8.9659
2026-04,jobcenter,t07610,"Leipzig, JC",miete,actual_heizkosten_eur_per_bg,93.1391,74.6163,100.6257,123.1369,149.6555,147.0970,178.4396
2026-04,jobcenter,t07610,"Leipzig, JC",miete,actual_heizkosten_eur_per_sqm,1.7976,1.7165,1.8044,1.9407,2.1842,2.0002,2.0281
2026-04,jobcenter,t07610,"Leipzig, JC",miete,actual_kalte_betriebskosten_eur_per_bg,92.2334,72.1561,97.6249,131.9285,134.6718,162.4336,198.1418
2026-04,jobcenter,t07610,"Leipzig, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,1.7681,1.6744,1.7338,2.0813,1.9144,2.1728,2.1444
2026-04,jobcenter,t07610,"Leipzig, JC",miete,actual_kdu_total_eur_per_bg,521.0468,425.8451,552.0754,663.8324,761.4846,857.1931,1074.7804
2026-04,jobcenter,t07610,"Leipzig, JC",miete,actual_kdu_total_eur_per_person,350.8368,425.8451,276.0377,221.2775,190.3712,171.4386,160.4398
2026-04,jobcenter,t07610,"Leipzig, JC",miete,actual_kdu_total_eur_per_sqm,9.5616,9.3253,9.4532,10.0707,10.2812,10.6171,10.9940
2026-04,jobcenter,t07610,"Leipzig, JC",miete,actual_unterkunftskosten_eur_per_bg,335.6742,279.0727,353.8248,408.7670,477.1574,547.6625,698.1991
2026-04,jobcenter,t07610,"Leipzig, JC",miete,actual_unterkunftskosten_eur_per_sqm,5.9958,5.9344,5.9150,6.0488,6.1826,6.4441,6.8215
2026-04,jobcenter,t07610,"Leipzig, JC",miete,bg_stock,7362.0000,4513.0000,1343.0000,729.0000,360.0000,209.0000,208.0000
2026-04,jobcenter,t07610,"Leipzig, JC",miete,bg_stock_with_recognised_kdu,7182.0000,4360.0000,1327.0000,720.0000,360.0000,208.0000,207.0000
2026-04,jobcenter,t07610,"Leipzig, JC",miete,bg_stock_with_recognised_kdu_and_floor_area,6507.0000,3899.0000,1220.0000,676.0000,337.0000,186.0000,189.0000
2026-04,jobcenter,t07610,"Leipzig, JC",miete,mean_floor_area_sqm_per_bg,55.7750,47.7148,58.9615,66.6257,76.6202,81.7473,99.9471
2026-04,jobcenter,t07610,"Leipzig, JC",miete,mean_floor_area_sqm_per_person,38.3165,47.7148,29.4807,22.2086,19.1550,16.3495,14.8676
2026-04,jobcenter,t07610,"Leipzig, JC",miete,recognised_bruttokaltmiete_eur_per_bg,418.8355,343.1495,440.1843,531.5985,603.7291,700.2324,879.6050
2026-04,jobcenter,t07610,"Leipzig, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,7.6198,7.4568,7.4816,8.0137,8.0181,8.5173,8.8704
2026-04,jobcenter,t07610,"Leipzig, JC",miete,recognised_heizkosten_eur_per_bg,90.1696,71.8936,97.3237,120.4876,145.9720,145.1563,171.4961
2026-04,jobcenter,t07610,"Leipzig, JC",miete,recognised_heizkosten_eur_per_sqm,1.7435,1.6604,1.7473,1.9010,2.1236,1.9800,1.9576
2026-04,jobcenter,t07610,"Leipzig, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,92.0062,71.9912,97.4096,131.5288,133.7551,162.3855,198.1418
2026-04,jobcenter,t07610,"Leipzig, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,1.7639,1.6706,1.7302,2.0755,1.9028,2.1720,2.1444
2026-04,jobcenter,t07610,"Leipzig, JC",miete,recognised_kdu_total_eur_per_bg,509.0051,415.0431,537.5081,652.0861,749.7011,845.3887,1051.1011
2026-04,jobcenter,t07610,"Leipzig, JC",miete,recognised_kdu_total_eur_per_person,342.2162,415.0431,268.7540,217.3620,187.4253,169.0778,156.6673
2026-04,jobcenter,t07610,"Leipzig, JC",miete,recognised_kdu_total_eur_per_sqm,9.3633,9.1173,9.2289,9.9147,10.1417,10.4974,10.8280
2026-04,jobcenter,t07610,"Leipzig, JC",miete,recognised_unterkunftskosten_eur_per_bg,326.8293,271.1583,342.7747,400.0697,469.9740,537.8469,681.4632
2026-04,jobcenter,t07610,"Leipzig, JC",miete,recognised_unterkunftskosten_eur_per_sqm,5.8558,5.7863,5.7514,5.9382,6.1153,6.3453,6.7260
2026-04,jobcenter,t07702,"Sächsische Schweiz - Osterzgebirge, JC",miete,actual_bruttokaltmiete_eur_per_bg,409.4433,324.6372,439.3631,513.6449,584.0834,647.8773,768.6358
2026-04,jobcenter,t07702,"Sächsische Schweiz - Osterzgebirge, JC",miete,actual_bruttokaltmiete_eur_per_sqm,7.7307,7.6108,7.6940,8.0043,7.8953,8.4981,8.0686
2026-04,jobcenter,t07702,"Sächsische Schweiz - Osterzgebirge, JC",miete,actual_heizkosten_eur_per_bg,101.1654,77.8897,110.7661,131.7569,144.5065,157.3243,199.5864
2026-04,jobcenter,t07702,"Sächsische Schweiz - Osterzgebirge, JC",miete,actual_heizkosten_eur_per_sqm,1.9290,1.8543,1.9437,2.0553,2.0161,2.3052,2.1882
2026-04,jobcenter,t07702,"Sächsische Schweiz - Osterzgebirge, JC",miete,actual_kalte_betriebskosten_eur_per_bg,90.0565,68.7870,98.4647,117.4761,132.6724,143.6108,174.0145
